Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
NFDAC010M0,Dacrymyces novae-zelandiae,,,SU (2025),Unknown,GNR,,,,,,
NFDAC010A0,Dacrymyces ovisporus,,,SU (2021),Unknown,GNR,,,,,,
NFDAC010B0,Dacrymyces punctiformis,,,SU (2021),Unknown,GNR,,,,,,
NFDAC01020,Dacrymyces stillatus,,,S4S5 (2021),Yellow,GNR,,,,,,
NFDAC010C0,Dacrymyces tortus,,,SU (2021),Unknown,GNR,,,,,,
NFDAC010D0,Dacrymyces variisporus,,,SU (2021),Unknown,GNR,,,,,,
NFPOL0W010,Dacryobolus karstenii,,,SU (2021),Unknown,GNR,,,,,,
NFPOL0W020,Dacryobolus sudans,,,SU (2021),Unknown,GNR,,,,,,
NFDAC08020,Dacryomitra stipitata,,,SU (2025),Unknown,GNR,,,,,,
NFDAC04010,Dacryonaema rufum,,,S2S4 (2021),Blue,GNR,,,,,,
NFDAC05010,Dacryopinax spathularia,,,SU (2021),Unknown,GNR,,,,,,
NLLEC48010,Dactylina arctica,arctic butterfingers,,S5 (2019),Yellow,G5 (2013),,,,,,
NLT0009710,Dactylina beringica,Pacific butterfingers,,S5 (2019),Yellow,G5 (2017),,,,,,
NLT0009730,Dactylina ramulosa,frost fingers,,S5 (2019),Yellow,G5 (2013),,,,,,
PMPOA1Y020,Dactylis glomerata,orchard grass,,SNA (2019),Exotic,GNR,,,,,,
ILARA5U010,Dactylochelifer copiosus,Eloquent Pseudoscorpion,,SU (2024),Unknown,GNR,,,,,,
ILARA5U020,Dactylochelifer silvestris,Forest Pseudoscorpion,,SU (2024),Unknown,GNR,,,,,,
PMORC0K010,Dactylorhiza viridis,long-bracted frog orchid,,S5 (2019),Yellow,G5 (2016),,,,,,
NFPOL2J030,Daedalea dochmia,,,SU (2021),Unknown,GNR,,,,,,
NFPOL02010,Daedaleopsis confragosa,,,S3S4 (2021),Yellow,GNR,,,,,,
IILEF3A010,Dahlica lichenella,Lichen Case-bearer,,SNA (2020),Exotic,GNR,,,,,,
IILEF1J020,Dahlica triquetrella,,,SNA (2020),Exotic,GNR,,,,,,
IIHOMU5010,Daktulosphaira vitifoliae,,,SNR,Not Reviewed,GNR,,,,,,
NFXYL01010,Daldinia concentrica,,,S3 (2021),Blue,GNR,,,,,,
NFXYL01040,Daldinia grandis,,,SU (2021),Unknown,GNR,,,,,,
NFXYL01090,Daldinia loculatoides,,,SU (2021),Unknown,GNR,,,,,,
NFXYL01050,Daldinia occidentalis,,,SU (2025),Unknown,GNR,,,,,,
NFPEZ00090,Daleomyces petersii,,,SU (2021),Unknown,GNR,,,,,,
IIHEMX9010,Dallasiellus discrepans,,,SNR,Not Reviewed,GNR,,,,,,
IICOLQE730,Dalopius asellus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE740,Dalopius corvinus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE750,Dalopius fucatus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE770,Dalopius gartrelli,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE780,Dalopius inordinatus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE790,Dalopius insolens,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE800,Dalopius insulanus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE810,Dalopius maritimus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE820,Dalopius mirabilis,A Click Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQE150,Dalopius pallidus,A Click Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQE850,Dalopius spretus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE860,Dalopius suspectus,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQE870,Dalopius tristis,A Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ8N0,Dalotia coriaria,A Rove Beetle,,SNA (2023),Exotic,GNR,,,,,,
NBMUS23010,Daltonia splachnoides,Dalton's moss,CWH,S1 (2024),Red,GU (2020),E,1-E (2023),,,Y,
AMALC05010,Dama dama,Fallow Deer,,SNA (2024),Exotic,G5 (2016),,,,,,
IICOLQL140,Dampfius inciertus,A Variegated Mud-loving Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
AFC7D03010,Danaphos oculatus,Bottlelight,,SNR,Not Reviewed,GNR,,,,,,
IILEPP2010,Danaus plexippus,Monarch,BG; CDF; CWH; ESSF; ICH; IDF; MS; PP,S1?B (2020),Red,G4 (2025),E,1-E (2023),,,Y,Y
NBMUS5U010,Dannorrisia bigelovii,,,S4S5 (2024),Yellow,G4 (1994),,,,,,
IICOLQE410,Danosoma brevicorne,Short-horned Click Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQE420,Danosoma obtectum,Covered Click Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
PMPOA20010,Danthonia californica,California oatgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA200D0,Danthonia decumbens,heathergrass,,SNA (2019),Exotic,GNR,,,,,,
CEBC003011,Danthonia intermedia / Cladina rangiferina,timber oatgrass / grey reindeer,ESSFdc2; ESSFdkp; ESSFdku; ESSFdkw; ESSFmv3; ESSFwcp; ESSFxc; ESSFxc3/; ESSFxcp; ESSFxv; ESSFxv1/; ESSFxv2/; ESSFxvp; ESSFxvp/; ESSFxvw/; MSxv,S3S4 (2012),Yellow,G3G4 (2012),N/A,N/A,,,,
CEBC003139,Danthonia intermedia - Vaccinium scoparium - Eremogone capillaris - Selaginella densa,timber oatgrass - grouseberry - thread-leaved sandwort - compact selaginella,ESSFdk1/Ag01; ESSFdkp/Ag01; ESSFdkw/Ag01; ESSFwmw/Ag01; IMAun/Ag01,S2? (2021),Red,GNR,N/A,N/A,,,Y,
CEBC002027,Danthonia intermedia Herbaceous Vegetation,timber oatgrass Herbaceous Vegetation,ESSFdk; ESSFdk1/; ESSFdk2/; ESSFdkp; ESSFwc1; ESSFwcp; ICHmk1; IMA; MHmmp; MSdk; MSdk1/; MSdk2/,SNR,Not Reviewed,G2G3,N/A,N/A,,,,
PMPOA20041,Danthonia intermedia ssp. intermedia,timber oatgrass,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PMPOA200A0,Danthonia spicata,poverty oatgrass,,S5 (2019),Yellow,G5 (2025),,,,,,
PMPOA200B0,Danthonia unispicata,one-spike oatgrass,,S5 (2019),Yellow,G5 (2019),,,,,,
PDTHY01010,Daphne laureola,spurge-laurel,,SNA (2019),Exotic,GNR,,,,,,
PDTHY01020,Daphne mezereum,February daphne,,SNA (2019),Exotic,GNR,,,,,,
IILEYJE030,Dargida diffusa,Wheat Head Armyworm Moth,,S3S5 (2020),Not Reviewed,G5 (2002),,,,,,
IILEYJD010,Dargida procinctus,Olive Green Cutworm Moth,,S4S5 (2020),Not Reviewed,G5 (2018),,,,,,
IILEYJE020,Dargida terrapictalis,,,S2S4 (2017),Not Reviewed,GNR,,,,,,
PDROS2C010,Dasiphora fruticosa,shrubby cinquefoil,,S5 (2019),Yellow,G5 (2024),,,,,,
IILEY3V150,Dasychira grisefacta,Pine Tussock Moth,,S5 (2020),Not Reviewed,G5 (2018),,,,,,
IILEY3V030,Dasychira vagans,Variable Tussock Moth,,S5 (2020),Not Reviewed,G5 (2018),,,,,,
IIHEMB5010,Dasycorixa hybrida,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMB5020,Dasycorixa johanseni,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMB5030,Dasycorixa rawsoni,,,SNR,Not Reviewed,GNR,,,,,,
AFC4E28010,Dasycottus setiger,Spinyhead Sculpin,,SNR,Not Reviewed,GNR,,,,,,
IILEU0J010,Dasyfidonia avuncularia,Red-winged Wave Moth,,S3S5 (2020),Not Reviewed,G4? (1994),,,,,,
IISIP22010,Dasypsyllus gallinulae,Moorhen Flea,,S3S4 (2020),Blue,GNR,,,,,,
IISIP22020,Dasypsyllus stejnegeri,A Flea,,SU (2020),Unknown,GNR,,,,,,
IILER8V010,Dasypyga alternosquamella,,,S3 (2020),Blue,GNR,,,,,,
IICOLRA180,Dasyrhadus impressicollis,A Soft-winged Flower Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
NFHEL0E010,Dasyscyphella montana,,,SU (2021),Unknown,GNR,,,,,,
NFHEL0E040,Dasyscyphella nivea,,,SU (2021),Unknown,GNR,,,,,,
NFHEL1D030,Dasyscyphus incarnatus,,,SU (2021),Unknown,GNR,,,,,,
NFHEL1D020,Dasyscyphus pini,,,SU (2021),Unknown,GNR,,,,,,
NFHEL1D040,Dasyscyphus populicola,,,SU (2025),Unknown,GNR,,,,,,
IICOLRA190,Dasytes cruralis,A Soft-winged Flower Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IILEY02150,Datana californica,Yellow-necked Caterpillar Moth,,S4S5 (2020),Not Reviewed,GU (2023),,,,,,
PDSOL09030,Datura innoxia,angel's trumpet,,SNA (2019),Exotic,G5 (1993),,,,,,
PDSOL09060,Datura stramonium,jimsonweed,,SNA (2019),Exotic,GU (1994),,,,,,
PDAPI0X010,Daucus carota,wild carrot,,SNA (2019),Exotic,GNR (1994),,,,,,
PDAPI0X020,Daucus pusillus,American wild carrot,,S5 (2019),Yellow,G5 (2016),,,,,,
IILEG0P010,Decantha boreasella,Reticulated Decantha Moth,,SU (2020),Unknown,GNR,,,,,,
IILEG0P040,Decantha stonda,,,SU (2020),Unknown,GNR,,,,,,
IILEG0P030,Decantha tistra,,,SU (2020),Unknown,GNR,,,,,,
IICOL3Z010,Decarthron abnorme,A Short-winged Mold Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IILEM1Y030,Decodes fragariana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1Y090,Decodes horariana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1Y100,Decodes macdunnoughi,,,SU (2020),Unknown,GNR,,,,,,
NFAGA1S020,Deconica angustispora,,,S2S4 (2021),Blue,GNR,,,,,,
NFAGA1S010,Deconica caricicola,,,SU (2021),Unknown,GNR,,,,,,
NFAGA1S0B0,Deconica chionophila,,,SU (2025),Unknown,GNR,,,,,,
NFFUNPSCO2,Deconica coprophila,,,SU (2021),Unknown,GNR,,,,,,
NFAGA1S070,Deconica crobula,,,S4 (2021),Yellow,GNR,,,,,,
NFAGA1S030,Deconica horizontalis,,,S2S4 (2021),Blue,GNR,,,,,,
NFAGA340D0,Deconica inquilina,,,S3 (2021),Blue,GNR,,,,,,
NFFUNPSME2,Deconica merdaria,,,SU (2021),Unknown,GNR,,,,,,
NFAGA1S040,Deconica moelleri,,,S2S4 (2021),Blue,GNR,,,,,,
NFAGA1S080,Deconica montana,,,S4 (2021),Yellow,GNR,,,,,,
NFAGA1S050,Deconica phillipsii,,,SU (2021),Unknown,GNR,,,,,,
NFAGA1S060,Deconica phyllogena,,,SU (2021),Unknown,GNR,,,,,,
IILEX21010,Deilephila elpenor,,,SNA (2020),Exotic,GNR,,,,,,
IICOLRZ8P0,Deinopteroloma pictum,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZ8Q0,Deinopteroloma subcostatum,,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IILES06050,Dejongia lobidactylus,,,SU (2020),Unknown,GNR,,,,,,
IICOLRZ8R0,Deleaster concolor,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
NFAGA5P010,Delicatula integrella,,,SU (2025),Unknown,GNR,,,,,,
IIHEM62010,Delochilocoris gracilis,,,S2? (2016),Not Reviewed,GNR,,,,,,
IISIP23010,Delotelis hollandi,A Flea,,SU (2020),Unknown,GNR,,,,,,
IISIP23020,Delotelis telegoni,A Flea,,SU (2020),Unknown,GNR,,,,,,
IIHOM4B030,Delphacodes albostriata,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B040,Delphacodes analis,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B130,Delphacodes anufrievi,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B140,Delphacodes arcanistyla,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B170,Delphacodes consimilis,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B190,Delphacodes emeljanovi,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B050,Delphacodes foveata,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B200,Delphacodes gillettei,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B210,Delphacodes incurva,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B060,Delphacodes kilmani,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B070,Delphacodes lineatipes,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B240,Delphacodes litoralis,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B250,Delphacodes lutulenta,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B260,Delphacodes lutulentoides,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B270,Delphacodes magna,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B290,Delphacodes neocclusa,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B310,Delphacodes occlusa,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B320,Delphacodes pedaforma,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM4B330,Delphacodes propinqua,,,SNA,Exotic,GNR,,,,,,
IIHOME7010,Delphiniobium canadense,,,SNR,Not Reviewed,GNR,,,,,,
PDRAN0B072,Delphinium bicolor ssp. bicolor,Montana larkspur,ESSFdk; ESSFdkp; ESSFmcp; ICHdw; ICHmw; IDFdm; MSdk,S3 (2019),Blue,G4G5T4T5 (2016),,,,,Y,
PDRAN0B2E0,Delphinium distichum,meadow larkspur,,S4 (2019),Yellow,G4 (2016),,,,,,
PDRAN0B0H0,Delphinium elatum,candle larkspur,,SNA (2019),Exotic,GNR (1994),,,,,,
PDRAN0B0P0,Delphinium glaucum,tall larkspur,,S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0B121,Delphinium menziesii ssp. menziesii,Menzies' larkspur,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDRAN0B170,Delphinium nuttallianum,upland larkspur,,S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0B2F0,Delphinium sutherlandii,Sutherland's larkspur,,S4 (2019),Yellow,GNR,,,,,,
AMAGE03010,Delphinus delphis,Short-beaked Common Dolphin,,SNA (2022),Accidental,G5 (2017),NAR,,,,,
IIHOM1P010,Deltocephalus balli,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM1P070,Deltocephalus castoreus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM1P090,Deltocephalus fuscinervosus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM1P050,Deltocephalus lineatifrons,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM1P100,Deltocephalus nigriventer,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM1P120,Deltocephalus vanduzeei,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM1P130,Deltocephalus vanfus,,,SNR,Not Reviewed,GNR,,,,,,
IIHOM1P140,Deltocephalus zephyrius,,,SNR,Not Reviewed,GNR,,,,,,
IILEY9M010,Deltote bellicula,Bog Glyph Moth,,S2S4 (2020),Not Reviewed,G5 (2002),,,,,,
NFHEL0F010,Dematioscypha dematiicola,,,SU (2021),Unknown,GNR,,,,,,
NFXYL0P0M0,Dematophora asperata,,,SU (2021),Unknown,GNR,,,,,,
NFHEL3T010,Dencoeliopsis johnstonii,,,SU (2021),Unknown,GNR,,,,,,
ABNLC09030,Dendragapus fuliginosus,Sooty Grouse,,S4 (2015),Yellow,G5 (2016),,,,,,
ABNLC09020,Dendragapus obscurus,Dusky Grouse,,S4 (2015),Yellow,G5 (2016),,,,,,
IEECH40010,Dendraster excentricus,Eccentric Sand Dollar Sea Urchin,,SNR (2022),Not Reviewed,G5 (2017),,,,,,
NLPEL0F010,Dendriscosticta gelida,greater green moon,ESSFwcp,S1S3 (2019),Red,GNR,,,,,,
NLT0089580,Dendriscosticta oroborealis,lesser green moon,,S1S3 (2019),Red,G1G2 (2004),,,,,,
NBMUS24010,Dendroalsia abietina,,,S3S4 (2024),Yellow,G4 (1992),,,,,,
IAOLI34020,Dendrobaena attemsi,Attem's Earthworm,,SNA (2024),Exotic,GNR,,,,,,
IAOLI34010,Dendrobaena octaedra,Octagonal-tail Earthworm,,SNA (2024),Exotic,GNR,,,,,,
IDANT39010,Dendrobathypathes boutillieri,Boutillier's Black Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
NBHEP0A0A0,Dendrobazzania griffithiana,,,S1S2 (2021),Red,G1G2 (2011),,,,,,
ILARA5V010,Dendrochernes crassus,Plump Pseudoscorpion,,SU (2024),Unknown,GNR,,,,,,
NFSM000035,Dendrocollybia racemosa,,,S3S4 (2021),Yellow,G4 (2022),,,,,,
IIHEM85020,Dendrocoris pini,,,SNR,Not Reviewed,GNR,,,,,,
IICOL6U090,Dendroctonus brevicomis,Western Pine Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL6U040,Dendroctonus murrayanae,Lodgepole Pine Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL6U020,Dendroctonus ponderosae,Mountain Pine Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL6U100,Dendroctonus pseudotsugae,Douglas-fir Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL6U050,Dendroctonus punctatus,Boreal Spruce Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOL6U060,Dendroctonus rufipennis,Engelmann Spruce Bark Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL6U070,Dendroctonus simplex,Eastern Larch Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOL6U080,Dendroctonus valens,Red Turpentine Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
ABNJB01010,Dendrocygna bicolor,Fulvous Whistling-Duck,,SNA (2015),Accidental,G5 (1999),,,,,,
NLT0027740,Dendrographa decolorans,,,SU (2020),Unknown,GNR,,,,,,
NLOPE02040,Dendrographa franciscana,,,S1S2 (2020),Red,GNR,,,,,,
NLOPE08010,Dendrographa latebrarum,,,S4 (2020),Yellow,GNR,,,,,,
IICOLRM080,Dendroides ephemeroides,A Fire-colored Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRM090,Dendroides marginatus,A Fire-colored Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRM100,Dendroides picipes,A Fire-colored Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
ILARA6T010,Dendrolasma mirabile,Marvellous Harvestman,,SU (2024),Unknown,GNR,,,,,,
IINEUDE020,Dendroleon speciosus,,,SNR,Not Reviewed,GNR,,,,,,
PPLYC010B0,Dendrolycopodium dendroideum,ground-pine,,S5 (2019),Yellow,G5 (2016),,,,,,
IICOLRX090,Dendrophagus cygnaei,A Flat Bark Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQM120,Dendrophilus xavieri,A Hister Beetle,,SNA (2023),Exotic,GNR,,,,,,
NFSEB01030,Dendrothele candida,,,SU (2021),Unknown,GNR,,,,,,
NFCOR07010,Dendrothele incrustans,,,SU (2021),Unknown,GNR,,,,,,
ILARA4H010,Dendryphantes nigromaculatus,Doublecurved Jumper,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
IILEG0V010,Denisia haydenella,,,S4S5 (2020),Yellow,GNR,,,,,,
IICLL0X010,Denisiella sexpinnata,,,SU (2019),Not Reviewed,GNR,,,,,,
IICOLQE390,Denticollis denticornis,Toothed Click Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQE880,Denticollis varians,Variable Click Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
NFRUS19020,Dentipellis ohiensis,,,SU (2021),Unknown,GNR,,,,,,
IILEG05090,Depressaria alienella,,,SU (2020),Unknown,GNR,,,,,,
IILEG05240,Depressaria angustati,a glass miner moth,,SU (2020),Unknown,GNR,,,,,,
IILEG05020,Depressaria artemisiae,,,SU (2020),Unknown,GNR,,,,,,
IILEG05100,Depressaria artemisiella,a glass miner moth,,SU (2020),Unknown,GNR,,,,,,
IILEG05070,Depressaria daucella,a glass miner moth,,SNA (2020),Exotic,GNR,,,,,,
IILEG05050,Depressaria pastinacella,Parsnip Webworm,,SNA (2020),Exotic,G5 (2004),,,,,,
IILEG05220,Depressaria togata,a glass miner moth,,SU (2020),Unknown,GNR,,,,,,
IIHEMZ9010,Deraeocapsus fraternus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37020,Deraeocoris albigulus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37150,Deraeocoris bakeri,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37160,Deraeocoris barberi,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37040,Deraeocoris brevis,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37190,Deraeocoris diveni,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37130,Deraeocoris fasciolus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM370A0,Deraeocoris franserensis,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37200,Deraeocoris fulgidus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37210,Deraeocoris fulvescens,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37230,Deraeocoris incertus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37060,Deraeocoris kennicotti,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37240,Deraeocoris mutatus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37090,Deraeocoris ornatus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37270,Deraeocoris piceicola,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37300,Deraeocoris punctulatus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37310,Deraeocoris rubroclarus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37110,Deraeocoris sayi,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37320,Deraeocoris schwarzii,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37120,Deraeocoris triannulipes,,,SNR,Not Reviewed,GNR,,,,,,
IIHEM37330,Deraeocoris validus,,,SNR,Not Reviewed,GNR,,,,,,
AFCS812010,Derepodichthys alepidotus,Cuskpout,,SNR,Not Reviewed,GNR,,,,,,
IICOLPN270,Deretaphrus oregonensis,A Dry Bark Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
ILARAZP020,Dermacentor albipictus,,,S5 (2019),Not Reviewed,G5 (2017),,,,,,
ILARAZP030,Dermacentor andersoni,,,S5 (2019),Not Reviewed,G5 (2019),,,,,,
IEECH91010,Dermasterias imbricata,Leather Star,,SNR,Not Reviewed,GNR,,,,,,
NFHEL3L010,Dermatella deformata,,,SU (2021),Unknown,GNR,,,,,,
NLCAL4K150,Dermatocarpon atrogranulosum,charred stippleback,,S2S3 (2025),Blue,GNR,,,,,,
NLVER00560,Dermatocarpon bachmannii,,,SU (2025),Unknown,GNR,,,,,,
NLT0009920,Dermatocarpon intestiniforme,quilted stippleback,,S3S4 (2025),Yellow,GNR,,,,,,
NLCAL4K160,Dermatocarpon leptophyllodes,jigsaw stippleback,,S4 (2018),Yellow,GNR,,,,,,
NLTEST91L0,Dermatocarpon meiophyllizum,,,SU (2025),Unknown,G3G5 (2005),,,,,,
NLTES28050,Dermatocarpon miniatum,blushing stippleback,,S5 (2019),Yellow,G5 (2017),,,,,,
NLSPH52170,Dermatocarpon moulinsii,shag-belly stippleback,,S2? (2019),Red,G4 (2025),,,,,,
NLSPH52210,Dermatocarpon reticulatum,sandpaper stippleback,,S5 (2018),Yellow,G5 (2017),,,,,,
NLT0009930,Dermatocarpon rivulorum,cold-water stippleback,,S5 (2019),Yellow,G5 (2019),,,,,,
NFHEL39020,Dermea boycei,,,SU (2021),Unknown,GNR,,,,,,
NFHEL39010,Dermea cerasi,,,SU (2021),Unknown,GNR,,,,,,
NFHEL39030,Dermea pseudotsugae,,,S4? (2021),Yellow,GNR,,,,,,
NFHEL39040,Dermea rhytidiformans,,,S3S4 (2021),Yellow,GNR,,,,,,
IICOLL2100,Dermestes caninus,A Dermestid Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLL2060,Dermestes frischii,A Dermestid Beetle,,SNA (2023),Exotic,GNR,,,,,,
IICOLL2070,Dermestes lardarius,Larder Beetle,,SNA (2023),Exotic,GNR,,,,,,
IICOLL2080,Dermestes maculatus,Hide Beetle,,SNA (2023),Exotic,GNR,,,,,,
IICOLL2110,Dermestes marmoratus,,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLL2130,Dermestes rattus,A Carpet Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLL2140,Dermestes reductus,A Carpet Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLL2150,Dermestes signatus,A Carpet Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLL2090,Dermestes talpinus,Hide and Tallow Dermestid,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
ARAAC01010,Dermochelys coriacea,Leatherback Sea Turtle,CWH,S1N (2025),Red,G2 (2025),E,1-E (2017),,,,
NFAGA1T030,Dermoloma cuneifolium,,,SU (2021),Unknown,GNR,,,,,,
NFAGA1T010,Dermoloma pseudocuneifolium,,,SU (2021),Unknown,GNR,,,,,,
IMGAS87070,Deroceras invadens,Longneck Fieldslug,,SNA (2025),Exotic,G5 (2009),,,,,,
IMGAS87040,Deroceras laeve,Meadow Slug,,S5 (2025),Yellow,G5 (2017),,,,,,
IMGAS87060,Deroceras reticulatum,Gray Fieldslug,,SNA (2025),Exotic,G5 (2009),,,,,,
IICOLTB030,Derocrepis oregoni,A Leaf Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLSQ040,Derodontus trisignatus,A Tooth-necked Fungus Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
NFAGA5Q010,Desarmillaria tabescens,,,SU (2025),Unknown,GNR,,,,,,
C5E2ADSSH1,Deschampsia cespitosa - Sidalcea hendersonii,tufted hairgrass - Henderson's checker-mallow,CWHxm1/00,S1S2 (2004),Red,G2,N/A,N/A,,,Y,
CEBC001019,Deschampsia cespitosa Community,tufted hairgrass Community,MSxv/Ga04; SBPSdc/Ga04; SBPSxc/Ga04; SBPSxc/W3,S2 (2018),Red,G4,N/A,N/A,,,,
PMPOA22056,Deschampsia cespitosa ssp. beringensis,tufted hairgrass,,S5 (2020),Yellow,G5T5 (2015),,,,,,
CEBC003028,Deschampsia cespitosa ssp. beringensis - Hordeum brachyantherum,tufted hairgrass - meadow barley,CDFmm/Ed01; CWH/Ed01; CWHvh3/Ed01; CWHwh1/Ed01,S2 (2013),Red,G3,N/A,N/A,,Haida Gwaii LUO,,
CEBC003027,Deschampsia cespitosa ssp. beringensis - Symphyotrichum subspicatum,tufted hairgrass - Douglas' aster,CDFmm/Ed02; CWH/Ed02,S2 (2013),Red,G3,N/A,N/A,,Haida Gwaii LUO,,
