Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PMPOA220H1,Deschampsia cespitosa ssp. cespitosa,tufted hairgrass,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOA22070,Deschampsia danthonioides,annual hairgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA22080,Deschampsia elongata,slender hairgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
NFAGA1U010,Descolea albella,,,S3S4 (2021),Yellow,GNR,,,,,,
PDBRA0X0E0,Descurainia incana,mountain tansymustard,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA0X0C1,Descurainia incisa ssp. incisa,Richardson's tansymustard,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBRA0X03C,Descurainia longepedicellata,western tansymustard,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBRA0X03H,Descurainia nelsonii,Nelson's tansymustard,,S5 (2019),Yellow,G5T3T5 (2003),,,,,,
PDBRA0X0D1,Descurainia pinnata ssp. brachycarpa,short-fruited tansymustard,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBRA0X050,Descurainia sophia,flixweed,,SNA (2019),Exotic,GNR,,,,,,
PDBRA0X060,Descurainia sophioides,northern tansymustard,,SU (2019),Unknown,G5 (2016),,,,,Y,
IZSPN43010,Desmacella annexa,Shaggy Horny Sponge,,SNR,Not Reviewed,GNR,,,,,,
IZSPN43040,Desmacella austini,Encrusting Horny Sponge,,SNR,Not Reviewed,GNR,,,,,,
IZSPN43030,Desmacella hyalina,a sea sponge,,SNR,Not Reviewed,GNR,,,,,,
IILER3X010,Desmia funeralis,Grape Leaffolder Moth,,SU (2020),Unknown,G5 (2002),,,,,,
IILER3X020,Desmia maculalis,,,SU (2020),Unknown,GNR,,,,,,
IICOL48032,Desmocerus cribripennis,Sifted Long-horned Beetle,,S3S4 (2023),Blue,GNR,,,,,,
IICOL48031,Desmocerus piperi,Piper's Long-horned Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOL53020,Desmopachria convexa,A Predaceous Diving Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IDANT3A010,Desmophyllum dianthus,Flower Stony Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
IICLL2K040,Desoria agrelli,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL0Y010,Desoria alaskensis,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL0Y040,Desoria atkasukiensis,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL0Y050,Desoria canadensis,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL0Y070,Desoria flora,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL0Y090,Desoria multisetis,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL0Y0G0,Desoria uniens,,,SU (2019),Not Reviewed,GNR,,,,,,
IIPLE0A010,Despaxia augusta,Autumn Needlefly,,S4S5 (2017),Not Reviewed,G4G5 (2017),,,,,,
IICLL0Z010,Deuteraphorura lusa,,,SU (2019),Not Reviewed,GNR,,,,,,
IICOLRZ8S0,Devia prospera,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
ZMYXO0H040,Diachea dictyospora,,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0H010,Diachea leucopodia,a slime mold,,S3 (2023),Blue,GNR,,,,,,
ZMYXO0J030,Diacheopsis kowalskii,,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0J020,Diacheopsis metallica,a slime mold,,SU (2023),Unknown,GNR,,,,,,
IILEY8J010,Diachrysia aereoides,Dark-spotted Looper Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IICOLKM010,Diachus auratus,Bronze Leaf Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IILER3N020,Diacme adipaloides,Darker Diacme Moth,,SU (2020),Unknown,GNR,,,,,,
IIHYM0R010,Diadasia australis,,,S3 (2016),Not Reviewed,GNR,,,,,,
IIHYM0R040,Diadasia diminuta,Globe Mallow Bee,,S3 (2016),Not Reviewed,GNR,,,,,,
IICOL12090,Dialytodius decipiens,A Scarab Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLRT610,Dialytodius rogersi,A Scarab Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IRPRT0L090,Dianea sattleri,a tardigrade,,SU (2022),Unknown,GNR,,,,,,
ZMYXO0K040,Dianema andersonii,a slime mold,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0K010,Dianema corticatum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0K050,Dianema depressum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0K030,Dianema nivale,a slime mold,,SU (2023),Unknown,GNR,,,,,,
IICOLRZ8T0,Dianous nitidulus,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IIHYMB0050,Dianthidium curvatum,,,S3 (2016),Not Reviewed,GNR,,,,,,
IIHYMB0060,Dianthidium plenum,,,S2S3 (2016),Not Reviewed,GNR,,,,,,
IIHYMB0020,Dianthidium pudicum,,,S3 (2016),Not Reviewed,GNR,,,,,,
IIHYMB0100,Dianthidium singulare,,,SNR,Not Reviewed,GNR,,,,,,
IIHYMB0070,Dianthidium subparvum,,,S2S3 (2016),Not Reviewed,GNR,,,,,,
IIHYMB0030,Dianthidium ulkei,,,S2S3 (2016),Not Reviewed,GNR,,,,,,
PDCAR08011,Dianthus armeria ssp. armeria,Deptford pink,,SNA (2019),Exotic,GNRTNR,,,,,,
PDCAR08021,Dianthus barbatus ssp. barbatus,sweet William,,SNA (2019),Exotic,GNRTNR,,,,,,
PDCAR08041,Dianthus deltoides ssp. deltoides,maiden pink,,SNA (2019),Exotic,GNRTNR,,,,,,
PDDIA01012,Diapensia obovata,diapensia,BAFAunp; CMA,S3 (2019),Blue,G5 (2016),,,,,Y,
AFCVH02010,Diaphus theta,California Headlightfish,,SNR,Not Reviewed,G5 (2017),,,,,,
IICOL12120,Diapterna hamata,A Scarab Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL12500,Diapterna hyperborea,A Scarab Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOL12900,Diapterna omissa,Pond Litter Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLRT650,Diapterna pinguella,A Scarab Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IILEYLC010,Diarsia calgary,Calgary Dart Moth,,S3S5 (2020),Not Reviewed,G4 (2002),,,,,,
IILEYLC030,Diarsia dislocata,Dislocated Dart Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IILEYLC050,Diarsia esurialis,,,S4S5 (2020),Not Reviewed,GNR,,,,,,
IILEYLC060,Diarsia rosaria,Rosey Dart Moth,,S4S5 (2020),Not Reviewed,G5 (2017),,,,,,
IILEYLC020,Diarsia rubifera,Red Dart Moth,,S3S5 (2020),Not Reviewed,G5 (2017),,,,,,
IIHOM6E020,Diaspidiotus aesculi,,,SNR,Not Reviewed,GNR,,,,,,
IILER51030,Diastictis ventralis,White-spotted Brown Moth,,SU (2020),Unknown,GNR,,,,,,
NFXYL04010,Diatrype albopruinosa,,,SU (2021),Unknown,GNR,,,,,,
NFXYL04020,Diatrype disciformis,,,SU (2021),Unknown,GNR,,,,,,
NFXYL05010,Diatrypella favacea,,,SU (2021),Unknown,GNR,,,,,,
IICOLRZ8U0,Diaulota densissima,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
NLT0009970,Dibaeis baeomyces,pink turbans,,SU (2018),Unknown,G5 (2017),,,,,,
IICOLCR050,Dibolia libonoti,A Flea Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLCR040,Dibolia penstemonis,A Leaf Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
AAAAH01040,Dicamptodon tenebrosus,Coastal Giant Salamander,CWH,S2S3 (2022),Blue,G5 (2025),T,1-T (2003),Y,,Y,
PDFUM04051,Dicentra formosa ssp. formosa,Pacific bleeding heart,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDFUM040A0,Dicentra uniflora,steer's head,,S3S4 (2019),Yellow,G4? (1995),,,,,,
IICOLSY0T0,Dicentrus bidentatus,A Long-horned Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLSY0A0,Dicentrus bluthneri,A Longhorn Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLVB010,Dicerca callosa,A Metallic Wood-boring Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLVB020,Dicerca caudata,Tailed Jewel Borer,,SNR (2023),Not Reviewed,G5 (2018),,,,,,
IICOLPQ390,Dicerca crassicollis,A Metallic Wood-boring Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLPQ400,Dicerca hesperoborealis,A Metallic Wood-boring Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLPQ410,Dicerca hornii,A Metallic Wood-boring Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLPQ430,Dicerca pectorosa,A Metallic Wood-boring Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLPQ440,Dicerca sexualis,A Metallic Wood-boring Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLVB100,Dicerca tenebrica,Flatheaded Poplar Borer,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLVB090,Dicerca tenebrosa,Dark Jewel Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IIHEMAC020,Dichaetocoris gillespiei,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMAC010,Dichaetocoris piceicola,,,SNR,Not Reviewed,GNR,,,,,,
IILEYL3010,Dichagyris variabilis,Yellow Dart,,S4S5 (2020),Not Reviewed,G5 (2002),,,,,,
PMPOA24022,Dichanthelium acuminatum var. fasciculatum,western witchgrass,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PMPOA240Q2,Dichanthelium oligosanthes ssp. scribnerianum,Scribner's witchgrass,,S5 (2019),Yellow,G5T5 (2016),,,,,,
IICOL9U010,Dicheirotrichus cognatus,A Ground Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOL9U020,Dicheirotrichus mannerheimii,A Ground Beetle,,SU (2023),Not Reviewed,G5 (2017),,,,,,
IICOLA2010,Dicheirus piceus,A Ground Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IILEM3C010,Dichelia histrionana,a tortricid moth,,SNA (2020),Exotic,GNR,,,,,,
IICOLN4080,Dichelonyx backii,Green Pine Chafer,,S4S5 (2023),Not Reviewed,G5 (2017),,,,,,
IICOLN4100,Dichelonyx truncata,A Scarab Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLN4110,Dichelonyx vicina,A Scarab Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLTT010,Dichelotarsus cavicollis,A Soldier Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLTT030,Dichelotarsus deceptus,Deceptive Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT040,Dichelotarsus excursus,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT050,Dichelotarsus extremus,Extreme Soldier Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLTT060,Dichelotarsus fissilis,A Soldier Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLTT070,Dichelotarsus flavimanus,Yellow-handed Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT090,Dichelotarsus furtivus,Furtive Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT100,Dichelotarsus hackerae,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT110,Dichelotarsus heteronychus,Crookedjaw Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT120,Dichelotarsus instabilis,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT130,Dichelotarsus laevicollis,Softnecked Soldier Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLTT150,Dichelotarsus lutosus,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT160,Dichelotarsus lygarius,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT170,Dichelotarsus macer,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT180,Dichelotarsus melvillei,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT190,Dichelotarsus obscurevittatus,Dark-striped Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT200,Dichelotarsus ochocensis,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT220,Dichelotarsus perplexus,Obscure Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT230,Dichelotarsus piceatus,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT240,Dichelotarsus piniphilus,Treehugger Soldier Beetle,,S5 (2023),Not Reviewed,GNR,,,,,,
IICOLTT280,Dichelotarsus puncticollis,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT290,Dichelotarsus pustulatus,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT300,Dichelotarsus rossi,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT310,Dichelotarsus scaber,A Soldier Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLTT340,Dichelotarsus smithi,a soldier beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLTT330,Dichelotarsus tetragonoderus,Flour-plated Soldier Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
NBMUS26020,Dichelyma falcatum,,,S3S4 (2024),Yellow,G5 (2017),,,,,,
NBMUS26040,Dichelyma uncinatum,,,S3S4 (2024),Yellow,G3G5 (2000),,,,,,
IINEUDC020,Dichochrysa perfectus,,,SNR,Not Reviewed,GNR,,,,,,
NBMUS27010,Dichodontium olympicum,,,S4 (2024),Yellow,G3G5 (2000),,,,,,
NBMUS27020,Dichodontium pellucidum,,,S5 (2024),Yellow,G5 (2014),,,,,,
IIDIPK2010,Dichoglena nigrina,Little Black Stiletto Fly,,S4 (2019),Not Reviewed,GNR,,,,,,
IILEG6U030,Dichomeris bilobella,Bilobed Dichomeris Moth,,SU (2020),Unknown,GNR,,,,,,
IILEG6S240,Dichomeris gnoma,a twirler moth,,SU (2020),Unknown,GNR,,,,,,
IILEG6U110,Dichomeris leuconotella,a moth,,SU (2020),Unknown,GNR,,,,,,
IILEG6U120,Dichomeris levisella,a moth,,SU (2020),Unknown,GNR,,,,,,
IILEG6S090,Dichomeris ligulella,Palmerworm Moth,,SNA (2020),Exotic,GNR,,,,,,
IILEG6S100,Dichomeris marginella,Juniper Webworm Moth,,SNA (2020),Exotic,GNR,,,,,,
IILEG6S180,Dichomeris offula,a moth,,SU (2020),Unknown,GNR,,,,,,
IILEG6U160,Dichomeris stipendiaria,,,SU (2020),Unknown,GNR,,,,,,
NFPOL0Z010,Dichomitus squalens,,,SU (2021),Unknown,GNR,,,,,,
IILEU4Q040,Dichorda rectaria,,,SU (2020),Not Reviewed,G5 (2011),,,,,,
NFRUS04060,Dichostereum boreale,,,SU (2021),Unknown,G1 (2019),,,,,,
NFRUS04030,Dichostereum effuscatum,,,SU (2021),Unknown,GNR,,,,,,
NFRUS04050,Dichostereum pallescens,,,SU (2021),Unknown,GNR,,,,,,
IIHEML0060,Dichrooscytus convexifrons,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0070,Dichrooscytus flagellatus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0080,Dichrooscytus flavescens,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0090,Dichrooscytus irroratus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0020,Dichrooscytus latifrons,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0100,Dichrooscytus rainieri,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0120,Dichrooscytus rostratus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0030,Dichrooscytus ruberellus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0130,Dichrooscytus rubidus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML0150,Dichrooscytus rufusculus,,,SNR,Not Reviewed,GNR,,,,,,
IILEM1B110,Dichrorampha piperana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1B090,Dichrorampha radicicolana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1B120,Dichrorampha sedatana,,,SU (2020),Unknown,GNR,,,,,,
IILEM1B040,Dichrorampha simulana,,,S4S5 (2020),Yellow,GNR,,,,,,
IILEM1B080,Dichrorampha vancouverana,European Dichrorampha Moth,,S4? (2020),Yellow,GNR,,,,,,
IIDIPDF010,Dicolonus nigricentrus,Black-bristled Longhorn Robber,,S3S4 (2019),Not Reviewed,GNR,,,,,,
IIDIPDF020,Dicolonus simplex,Curly-haired Longhorn Robber,,S3S4 (2019),Not Reviewed,GNR,,,,,,
IITRI64650,Dicosmoecus atripes,A Caddisfly,,S4S5 (2016),Not Reviewed,G5 (2004),,,,,,
IITRI64660,Dicosmoecus gilvipes,A Caddisfly,,S4S5 (2016),Not Reviewed,G5 (2004),,,,,,
NBMUS28010,Dicranella cerviculata,,,S4 (2024),Yellow,G5 (2015),,,,,,
NBMUS28040,Dicranella heteromalla,,,S4S5 (2024),Yellow,G5 (2015),,,,,,
NBMUS28020,Dicranellopsis crispa,,,S4 (2024),Yellow,G5 (2015),,,,,,
NBMUS280N0,Dicranellopsis subulata,,,S4 (2024),Yellow,G5 (2017),,,,,,
IIDIPA6010,Dicranoclista fasciata,,,SU (2016),Not Reviewed,GNR,,,,,,
NBMUS29010,Dicranodontium asperulum,,,S4 (2024),Yellow,G4G5 (1991),,,,,,
NBMUS29020,Dicranodontium denudatum,,,S4 (2024),Yellow,G4G5 (2015),,,,,,
NBMUS29030,Dicranodontium uncinatum,,,S4 (2024),Yellow,G5? (2000),,,,,,
NBMUS2A010,Dicranoweisia cirrata,,,S4S5 (2024),Yellow,G4G5 (2015),,,,,,
NBMUS2B010,Dicranum acutifolium,,,S4S5 (2024),Yellow,G5 (2015),,,,,,
NBMUS2B030,Dicranum bonjeanii,,,S4 (2024),Yellow,G5 (2017),,,,,,
NBMUS2B0U0,Dicranum brevifolium,,,S3S4 (2024),Yellow,G5 (2015),,,,,,
NBMUS2B050,Dicranum elongatum,,,S4 (2024),Yellow,G5 (2015),,,,,,
NBMUS2B070,Dicranum fragilifolium,,,S4 (2024),Yellow,G4G5 (1991),,,,,,
NBMUS2B091,Dicranum fuscescens var. flexicaule,,,S2S3 (2024),Blue,G5TNR,,,,,,
NBMUS2B092,Dicranum fuscescens var. fuscescens,,,S5 (2024),Yellow,G5T5 (2016),,,,,,
NBMUS2B0A0,Dicranum groenlandicum,,,S3S4 (2024),Yellow,G5 (2015),,,,,,
NBMUS2B120,Dicranum howellii,,,S4S5 (2024),Yellow,G4G5 (2015),,,,,,
NBMUS2B0W0,Dicranum leioneuron,,,SU (2024),Unknown,G5 (2017),,,,,,
NBMUS2B0C1,Dicranum majus var. majus,,,S4S5 (2024),Yellow,G5T5 (2015),,,,,,
NBMUS2B0C2,Dicranum majus var. orthophyllum,,SWB,S2S3 (2024),Blue,G5TNR (2015),,,,,,
NBMUS2B0E0,Dicranum muehlenbeckii,,,S4S5 (2024),Yellow,G5 (2015),,,,,,
NBMUS2B0F0,Dicranum pallidisetum,,,S4S5 (2024),Yellow,GU (2000),,,,,,
NBMUS2B0G0,Dicranum polysetum,,,S5? (2024),Yellow,G5 (2015),,,,,,
NBMUS2B0K0,Dicranum scoparium,,,S5 (2024),Yellow,G5 (2015),,,,,,
NBMUS2B0L0,Dicranum spadiceum,,,S4 (2024),Yellow,G5 (2015),,,,,,
NBMUS2B0P0,Dicranum undulatum,,,S4 (2024),Yellow,G5 (2015),,,,,,
IIDIPDG010,Dicropaltum mesae,Little Golden Bladetail,,S3S4 (2019),Not Reviewed,GNR,,,,,,
ZMYXO0L010,Dictydiaethalium plumbeum,a slime mold,,S3S4 (2023),Yellow,GNR,,,,,,
IIHEMDN020,Dictyla labeculata,,,SNR,Not Reviewed,GNR,,,,,,
ILARAF8050,Dictyna alaskae,Boreal Thread Meshweaver,,SU (2018),Not Reviewed,G5 (2017),,,,,,
ILARAF8060,Dictyna arundinacea,Spiral Thread Meshweaver,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARAF8070,Dictyna bostoniensis,Short Angular Thread Meshweaver,,SU (2018),Not Reviewed,G5 (2017),,,,,,
ILARAF8080,Dictyna brevitarsa,Short Curved Thread Meshweaver,,SU (2018),Not Reviewed,G5 (2015),,,,,,
ILARAF8250,Dictyna calcarata,Western Longspined Thread Meshweaver,,SU (2018),Not Reviewed,GNR,,,,,,
ILARAF8020,Dictyna coloradensis,Flared Thread Meshweaver,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARAF8030,Dictyna foliacea,Longtoothed Thread Meshweaver,,SNR (2018),Not Reviewed,G5 (2017),,,,,,
ILARAF8220,Dictyna major,Common Thread Meshweaver,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARAF8140,Dictyna minuta,Tiny Thread Meshweaver,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARAF8160,Dictyna personata,Conspicuous Thread Meshweaver,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARAF8270,Dictyna subpinicola,Great Basin Thread Meshweaver,,SU (2018),Not Reviewed,GNR,,,,,,
ILARAF8200,Dictyna terrestris,Finger Thread Meshweaver,,SU (2018),Not Reviewed,GNR,,,,,,
ILARAF8280,Dictyna tridentata,Threetoothed Thread Meshweaver,,SU (2018),Not Reviewed,GNR,,,,,,
ILARAF8290,Dictyna uncinata,,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARAF8240,Dictyna volucripes,Eastern Truncated Thread Meshweaver,,SNR (2018),Not Reviewed,GNR,,,,,,
IIHEMDP010,Dictyonota fuliginosa,,,SNA,Exotic,GNR,,,,,,
IICOLQX170,Dictyoptera aurora,Golden Net-winged Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQX180,Dictyoptera simplicipes,A Net-winged Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IILER1Z040,Dicymolomia metalliferalis,a crambid snout moth,,SU (2020),Unknown,GNR,,,,,,
IIHEML1010,Dicyphus discrepans,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML1020,Dicyphus hesperus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML1040,Dicyphus pallicornis,,,SNR,Not Reviewed,GNR,,,,,,
IIHEML1050,Dicyphus vestitus,,,SNR,Not Reviewed,GNR,,,,,,
AMAAA01010,Didelphis virginiana,Virginia Opossum,,SNA (2024),Exotic,G5 (2016),,,,,,
ZMYXO0M0K0,Diderma alpinum,a slime mold,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0M0U0,Diderma brooksii,,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0M020,Diderma chondrioderma,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0M040,Diderma cingulatum,,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0M0L0,Diderma deplanatum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0M060,Diderma effusum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0M0M0,Diderma europaeum,a slime mold,,SNR,Not Reviewed,GNR,,,,,,
ZMYXO0M0N0,Diderma evelinae,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0M070,Diderma floriforme,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0M080,Diderma globosum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0M0Q0,Diderma meyerae,a slime mold,,SNR,Not Reviewed,GNR,,,,,,
ZMYXO0M0B0,Diderma niveum,a slime mold,,S4 (2023),Yellow,GNR,,,,,,
ZMYXO0M0C0,Diderma radiatum,,,S4 (2021),Yellow,GNR,,,,,,
ZMYXO0M0V0,Diderma sessile,,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0M0G0,Diderma testaceum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0V030,Diderma tigrinum,a slime mold,,S3 (2023),Blue,GNR,,,,,,
ZMYXO0M0S0,Diderma umbilicatum,a slime mold,,SNR,Not Reviewed,GNR,,,,,,
IICOLS0010,Didion longulum,,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLS0020,Didion punctatum,A Ladybird Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
ZMYXO0N010,Didymium anellus,a slime mold,,SNR,Not Reviewed,GNR,,,,,,
ZMYXO0N020,Didymium clavus,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0N040,Didymium crustaceum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0N0R0,Didymium decipiens,,,SU (2025),Unknown,GNR,,,,,,
ZMYXO0N050,Didymium difforme,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0N060,Didymium dubium,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0N070,Didymium iridis,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0N0A0,Didymium melanospermum,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0N0B0,Didymium minus,a slime mold,,S3S4 (2023),Yellow,GNR,,,,,,
ZMYXO0N0C0,Didymium nigripes,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO0N0K0,Didymium nivicola,a slime mold,,SNR (2023),Not Reviewed,GNR,,,,,,
ZMYXO0N0L0,Didymium projectile,a slime mold,,SU (2023),Unknown,GNR,,,,,,
ZMYXO11010,Didymium spongiosum,a slime mold,,S5 (2023),Yellow,GNR,,,,,,
ZMYXO0N0G0,Didymium squamulosum,a slime mold,,S4S5 (2023),Yellow,GNR,,,,,,
NBMUS2C0C0,Didymodon maschalogena,,,S2S3 (2024),Blue,G1G2 (1999),,,,,,
NBMUS2C0F0,Didymodon nigrescens,,,S3S4 (2024),Yellow,G3G5 (2000),,,,,,
NBMUS2C067,Didymodon rigidulus var. gracilis,,,S3S4 (2011),Yellow,G5TNR,,,,,,
NBMUS2C063,Didymodon rigidulus var. icmadophilus,,,S3S4 (2024),Yellow,G5TNR,,,,,,
NBMUS2C062,Didymodon rigidulus var. rigidulus,,,S3S4 (2011),Yellow,G5T4? (1996),,,,,,
NBMUS2C090,Didymodon subandreaeoides,,,S4 (2024),Yellow,G4G5 (2015),,,,,,
IIHYMBB010,Dielis pilipes,Yellow Scarab Hunter Wasp,,S1S2 (2021),Red,GNR,SC,1-SC (2023),,,Y,Y
IICOLQT130,Dienerella filum,A Minute Brown Scavenger Beetle,,SNA (2023),Exotic,GNR,,,,,,
IICOLQT140,Dienerella ruficollis,A Minute Brown Scavenger Beetle,,SNA (2023),Exotic,GNR,,,,,,
PDAST640B4,Dieteria canescens var. canescens,hoary aster,,S5 (2025),Yellow,G5T5 (2012),,,,,,
IICOLQD1C0,Dietzella zimmermanni,A Weevil,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
