"","score_spatial_density","score_spatial_lastupdate","score_spatial_climfreq","score_spatial_completeness","score_spatial_modeldisagree","total","cellID"
"7191",1,1,0,1,0.480495928895706,0.696099185779141,7191
"7192",1,1,0,1,0.476416282153341,0.695283256430668,7192
"7193",1,1,0.624129930394432,1,0.496777021062705,0.824181390291427,7193
"7194",1,1,0.624129930394432,1,0.514351754659481,0.827696337010782,7194
"7195",1,1,0.624129930394432,1,0.512534954618024,0.827332977002491,7195
"7196",1,1,0.624129930394432,1,0.502502123673776,0.825326410813642,7196
"7197",1,1,0.911832946635731,1,0.551283569123172,0.892623303151781,7197
"7198",1,1,0.911832946635731,1,0.591564872110004,0.900679563749147,7198
"7199",1,1,0.911832946635731,1,0.561962159608653,0.894759021248877,7199
"7200",1,1,0.911832946635731,1,0.543466468769571,0.89105988308106,7200
"7201",1,1,0.911832946635731,1,0.549782432871481,0.892323075901442,7201
"7202",1,1,0.911832946635731,1,0.518141064289968,0.88599480218514,7202
"7203",1,1,0.911832946635731,1,0.476496011667251,0.877665791660596,7203
"7204",1,1,0.624129930394432,1,0.483165346596117,0.82145905539811,7204
"7205",1,1,0.624129930394432,1,0.500283209562165,0.824882627991319,7205
"7206",1,1,0.624129930394432,1,0.507895432655532,0.826405072609993,7206
"7207",1,1,0.624129930394432,1,0.523281530962306,0.829482292271348,7207
"7208",1,1,0.624129930394432,1,0.529883516736566,0.8308026894262,7208
"7209",1,1,0,1,0.510342640592687,0.702068528118537,7209
"7210",1,1,0.303944315545244,1,0.50926448815969,0.762641760740987,7210
"7211",1,1,0.303944315545244,1,0.568356155346626,0.774460094178374,7211
"7212",1,1,0.345707656612529,1,0.608826276499054,0.790906786622317,7212
"7213",1,1,0.39907192575406,1,0.598944910407761,0.799603367232364,7213
"7214",1,1,0.39907192575406,1,0.570442210516691,0.79390282725415,7214
"7419",1,1,0.345707656612529,1,0.264235706477245,0.721988672617955,7419
"7420",1,1,0.345707656612529,1,0.229625775342109,0.715066686390928,7420
"7421",1,1,0.614849187935035,1,0.252500505383953,0.773469938663798,7421
"7422",1,1,0.345707656612529,1,0.291737189025271,0.72748896912756,7422
"7423",1,1,0.345707656612529,1,0.332076927308013,0.735556916784108,7423
"7424",1,1,0.303944315545244,1,0.385438893464709,0.737876641801991,7424
"7425",1,1,0.303944315545244,1,0.3920294185635,0.739194746821749,7425
"7426",1,1,0.303944315545244,1,0.313610701724071,0.723511003453863,7426
"7427",1,1,0.39907192575406,1,0.254344931312882,0.730683371413389,7427
"7436",0.580206188453712,0.125,0.39907192575406,0.179623655946678,0.432981312555082,0.343376616541906,7436
"7437",0.666150269559686,0.125,0.39907192575406,0.358113757235106,0.423089546961975,0.394285099902165,7437
"7438",0.666150269559686,0.125,0.303944315545244,0.358113757235106,0.42185250146044,0.375012168760095,7438
"7439",0.666150269559686,0.125,0.303944315545244,0.358113757235106,0.44557765606902,0.379757199681811,7439
"7440",1,1,0.303944315545244,1,0.448842958148903,0.750557454738829,7440
"7441",1,1,0.303944315545244,1,0.439725424854137,0.748733948079876,7441
"7442",1,1,0.303944315545244,1,0.437457767499328,0.748280416608914,7442
"7443",1,1,0.303944315545244,1,0.409581301554248,0.742705123419898,7443
"7444",1,1,0.303944315545244,1,0.397277063774945,0.740244275864038,7444
"7445",1,1,0.303944315545244,1,0.396692286346391,0.740127320378327,7445
"7446",1,1,0.303944315545244,1,0.392456081117529,0.739280079332555,7446
"7447",1,1,0,1,0.390268931470643,0.678053786294129,7447
"7448",1,1,0.303944315545244,1,0.394215790016372,0.739632021112323,7448
"7449",1,1,0.303944315545244,1,0.418921752061374,0.744573213521324,7449
"7450",1,1,0.303944315545244,1,0.428539381127062,0.746496739334461,7450
"7451",1,1,0.303944315545244,1,0.388965032028874,0.738581869514824,7451
"7452",1,1,0.303944315545244,1,0.321560342667122,0.725100931642473,7452
"7453",1,1,0.303944315545244,1,0.32895226610981,0.726579316331011,7453
"7454",1,1,0.303944315545244,1,0.392828128600805,0.73935448882921,7454
"7455",1,1,0.303944315545244,1,0.402610239582945,0.741310911025638,7455
"7464",1,1,0,1,0.463887217049099,0.69277744340982,7464
"7465",1,1,0,1,0.467917837568625,0.693583567513725,7465
"7466",1,1,0,1,0.492592247383632,0.698518449476726,7466
"7485",1,1,0,1,0.474627214116722,0.694925442823344,7485
"7486",1,1,0,1,0.424618132238862,0.684923626447772,7486
"7487",1,1,0,1,0.418189966709214,0.683637993341843,7487
"7488",1,1,0,1,0.475698787273061,0.695139757454612,7488
"7489",1,1,0.624129930394432,1,0.500543975301537,0.824934781139194,7489
"7490",1,1,0.624129930394432,1,0.526390416045512,0.830104069287989,7490
"7491",1,1,0.624129930394432,1,0.583189382179392,0.841463862514765,7491
"7492",1,1,0.624129930394432,1,0.577305952459067,0.8402871765707,7492
"7493",1,1,0.624129930394432,1,0.540539681085482,0.832933922295983,7493
"7494",1,1,0.624129930394432,1,0.530586084440771,0.830943202967041,7494
"7495",1,1,0.911832946635731,1,0.515081205429601,0.885382830413066,7495
"7496",1,1,0.624129930394432,1,0.499617429211316,0.82474947192115,7496
"7497",1,1,0.624129930394432,1,0.497846118147184,0.824395209708323,7497
"7498",1,1,0.624129930394432,1,0.494080861786199,0.823642158436126,7498
"7499",1,1,0.624129930394432,1,0.494829979641383,0.823791982007163,7499
"7500",1,1,0.624129930394432,1,0.503862548298877,0.825598495738662,7500
"7501",1,1,0,1,0.503197899866593,0.700639579973319,7501
"7502",1,1,0,1,0.502279560185967,0.700455912037193,7502
"7503",1,1,0.303944315545244,1,0.494883250558841,0.759765513220817,7503
"7504",1,1,0.303944315545244,1,0.527772064143703,0.766343275937789,7504
"7505",1,1,0.303944315545244,1,0.583890393495571,0.777566941808163,7505
"7506",1,1,0.345707656612529,1,0.59600835992605,0.788343203307716,7506
"7507",1,1,0.345707656612529,1,0.589179000010081,0.786977331324522,7507
"7508",1,1,0.345707656612529,1,0.579994329795439,0.785140397281594,7508
"7712",1,1,0.728538283062645,1,0.383842746798483,0.822476205972226,7712
"7713",1,1,0.345707656612529,1,0.310125064621054,0.731166544246717,7713
"7714",1,1,0.412993039443155,1,0.254547084894069,0.733508024867445,7714
"7715",1,1,0.345707656612529,1,0.285560309417014,0.726253593205909,7715
"7716",1,1,0.728538283062645,1,0.382335667974327,0.822174790207395,7716
"7717",1,1,0.835266821345708,1,0.51771935387966,0.870597235045073,7717
"7718",1,1,0.948955916473318,1,0.520627960121801,0.893916775319024,7718
"7719",1,1,0.303944315545244,1,0.394521478773786,0.739693158863806,7719
"7720",1,1,0.345707656612529,1,0.350650649783158,0.739271661279137,7720
"7729",1,1,0.39907192575406,1,0.390893750518428,0.757993135254498,7729
"7730",1,1,0.39907192575406,1,0.38802844016139,0.75742007318309,7730
"7731",1,1,0.303944315545244,1,0.45294198899669,0.751377260908387,7731
"7732",1,1,0.303944315545244,1,0.47806258696097,0.756401380501243,7732
"7733",1,1,0,1,0.47409188738047,0.694818377476094,7733
"7734",1,1,0,1,0.479782820199865,0.695956564039973,7734
"7735",1,1,0,1,0.502361341302276,0.700472268260455,7735
"7736",1,1,0,1,0.488988077183405,0.697797615436681,7736
"7737",1,1,0,1,0.448319870282132,0.689663974056427,7737
"7738",1,1,0,1,0.437937983950456,0.687587596790091,7738
"7739",1,1,0,1,0.428058386481921,0.685611677296384,7739
"7740",1,1,0,1,0.38906739991408,0.677813479982816,7740
"7741",1,1,0,1,0.371690681321239,0.674338136264248,7741
"7742",1,1,0,1,0.393828178652829,0.678765635730566,7742
"7743",1,1,0,1,0.423086575675742,0.684617315135148,7743
"7744",1,1,0,1,0.427231236990674,0.685446247398135,7744
"7745",1,1,0.303944315545244,1,0.393824075448032,0.739553678198655,7745
"7746",1,1,0.303944315545244,1,0.344598139727211,0.729708491054491,7746
"7747",1,1,0.303944315545244,1,0.341944498141797,0.729177762737408,7747
"7748",1,1,0.303944315545244,1,0.365509132548902,0.733890689618829,7748
"7749",1,1,0.303944315545244,1,0.377698126869324,0.736328488482914,7749
"7750",1,1,0.303944315545244,1,0.41564442334674,0.743917747778397,7750
"7751",1,1,0,1,0.418446912223429,0.683689382444686,7751
"7752",1,1,0,1,0.398829560831514,0.679765912166303,7752
"7753",1,1,0,1,0.432785207663725,0.686557041532745,7753
"7754",1,1,0,1,0.453893578785158,0.690778715757032,7754
"7755",1,1,0,1,0.451479125741473,0.690295825148295,7755
"7756",1,1,0,1,0.446163140946677,0.689232628189335,7756
"7757",1,1,0,1,0.431405964892485,0.686281192978497,7757
"7758",1,1,0,1,0.456086246535047,0.691217249307009,7758
"7759",1,1,0,1,0.495826916917354,0.699165383383471,7759
"7778",1,1,0.368909512761021,1,0.446864930456869,0.763154888643578,7778
"7779",1,1,0.303944315545244,1,0.342481947225358,0.72928525255412,7779
"7780",1,1,0.303944315545244,1,0.392196942511094,0.739228251611268,7780
"7781",1,1,0,1,0.510178158676235,0.702035631735247,7781
"7782",1,1,0,1,0.512064713199249,0.70241294263985,7782
"7783",1,1,0,1,0.515953702408351,0.70319074048167,7783
"7784",1,1,0.624129930394432,1,0.54016169102974,0.832858324284834,7784
"7785",1,1,0.624129930394432,1,0.508452548824158,0.826516495843718,7785
"7786",1,1,0.624129930394432,1,0.479897002485092,0.820805386575905,7786
"7787",1,1,0.624129930394432,1,0.498205431546606,0.824467072388207,7787
"7788",1,1,0.624129930394432,1,0.497802185557886,0.824386423190464,7788
"7789",1,1,0.624129930394432,1,0.468244113094936,0.818474808697874,7789
"7790",1,1,0.624129930394432,1,0.460385061009526,0.816902998280792,7790
"7791",1,1,0.624129930394432,1,0.48748842657483,0.822323671393852,7791
"7792",1,1,0,1,0.50410492036157,0.700820984072314,7792
"7793",1,1,0,1,0.514556702664625,0.702911340532925,7793
"7794",1,1,0,1,0.534113354923501,0.7068226709847,7794
"7795",1,1,0,1,0.529963670719937,0.705992734143988,7795
"7796",1,1,0.303944315545244,1,0.501851341243911,0.761159131357831,7796
"7797",1,1,0.303944315545244,1,0.512769686230405,0.76334280035513,7797
"7798",1,1,0.303944315545244,1,0.526955809368642,0.766180024982777,7798
"7799",1,1,0.303944315545244,1,0.52094411912594,0.764977686934237,7799
"7800",1,1,0.303944315545244,1,0.538776434941123,0.768544150097274,7800
"7801",1,1,0.345707656612529,1,0.588266815136652,0.786794894349836,7801
"7802",1,1,0.345707656612529,1,0.600152738261341,0.789172078974774,7802
"8006",1,1,0.561484918793503,1,0.363106493905238,0.784918282539748,8006
"8007",1,1,0.412993039443155,1,0.267843873764904,0.736167382641612,8007
"8008",1,1,0.345707656612529,1,0.28241194867386,0.725623921057278,8008
"8009",1,1,0.728538283062645,1,0.427702398093283,0.831248136231186,8009
"8010",1,1,0.835266821345708,1,0.531830770392618,0.873419518347665,8010
"8011",1,1,0.835266821345708,1,0.507549348554337,0.868563233980009,8011
"8012",1,1,0.303944315545244,1,0.467468182918748,0.754282499692798,8012
"8013",1,1,0.345707656612529,1,0.440270655877832,0.757195662498072,8013
"8014",1,1,0.345707656612529,1,0.403187376561185,0.749779006634743,8014
"8017",1,1,0.345707656612529,1,0.381700307934908,0.745481592909488,8017
"8018",1,1,0.303944315545244,1,0.384141644044508,0.73761719191795,8018
"8019",1,1,0.303944315545244,1,0.382684369637204,0.73732573703649,8019
"8020",1,1,0.303944315545244,1,0.378732346713023,0.736535332451653,8020
"8024",1,1,0.345707656612529,1,0.360791154480885,0.741299762218683,8024
"8025",1,1,0.303944315545244,1,0.393375340481989,0.739463931205447,8025
"8026",1,1,0.303944315545244,1,0.447436832311747,0.750276229571398,8026
"8027",1,1,0,1,0.467834995278662,0.693566999055732,8027
"8028",1,1,0,1,0.472706560546943,0.694541312109389,8028
"8029",1,1,0,1,0.47786556238578,0.695573112477156,8029
"8030",1,1,0,1,0.480738937662592,0.696147787532518,8030
"8031",1,1,0,1,0.46343246876568,0.692686493753136,8031
"8032",1,1,0,1,0.428608852628978,0.685721770525796,8032
"8033",1,1,0,1,0.419408972258621,0.683881794451724,8033
"8034",1,1,0,1,0.403881171896514,0.680776234379303,8034
"8035",1,1,0,1,0.392764811906085,0.678552962381217,8035
"8036",1,1,0,1,0.385224324151764,0.677044864830353,8036
"8037",1,1,0,1,0.366348167185079,0.673269633437016,8037
"8038",1,1,0,1,0.336686736408178,0.667337347281636,8038
"8039",1,1,0.303944315545244,1,0.329856669043106,0.72676019691767,8039
"8040",1,1,0.303944315545244,1,0.307847750585989,0.722358413226246,8040
"8041",1,1,0.303944315545244,1,0.348169413544148,0.730422745817878,8041
"8042",1,1,0,1,0.379133682589165,0.675826736517833,8042
"8043",1,1,0,1,0.358276526644213,0.671655305328843,8043
"8044",1,1,0,1,0.361269956033807,0.672253991206761,8044
"8045",1,1,0,1,0.374849583056028,0.674969916611206,8045
"8046",1,1,0,1,0.407535429493235,0.681507085898647,8046
"8047",1,1,0,1,0.448509466641741,0.689701893328348,8047
"8048",1,1,0,1,0.440210310469345,0.688042062093869,8048
"8049",1,1,0,1,0.429942323443254,0.685988464688651,8049
"8050",1,1,0,1,0.411158630074333,0.682231726014867,8050
"8051",1,1,0,1,0.409803228337864,0.681960645667573,8051
"8052",1,1,0,1,0.434270567800419,0.686854113560084,8052
"8053",1,1,0.624129930394432,1,0.46618359683749,0.818062705446384,8053
"8054",1,1,0.624129930394432,1,0.494067278763421,0.823639441831571,8054
"8055",1,1,0.624129930394432,1,0.505339631281065,0.825893912335099,8055
"8056",1,1,0.624129930394432,1,0.481952778833547,0.821216541845596,8056
"8059",1,1,0.368909512761021,1,0.401478179528298,0.754077538457864,8059
"8060",1,1,0.368909512761021,1,0.406635059019826,0.755108914356169,8060
"8061",1,1,0.368909512761021,1,0.449116245737398,0.763605151699684,8061
"8062",1,1,0.368909512761021,1,0.489588559982045,0.771699614548613,8062
"8063",1,1,0.368909512761021,1,0.465478906785976,0.766877683909399,8063
"8075",1,1,0,1,0.504435935796872,0.700887187159374,8075
"8076",1,1,0,1,0.472488029519021,0.694497605903804,8076
"8077",1,1,0,1,0.488389999711714,0.697677999942343,8077
"8078",1,1,0,1,0.496170878671241,0.699234175734248,8078
"8081",1,1,0.624129930394432,1,0.522690245002005,0.829364035079287,8081
"8082",1,1,0.624129930394432,1,0.523551988754389,0.829536383829764,8082
"8083",1,1,0.624129930394432,1,0.533307287415524,0.831487443561991,8083
"8084",1,1,0.624129930394432,1,0.513519299299961,0.827529845938879,8084
"8085",1,1,0.624129930394432,1,0.490703075298937,0.822966601138674,8085
"8086",1,1,0.624129930394432,1,0.477499457474969,0.82032587757388,8086
"8088",1,1,0,1,0.468210862987094,0.693642172597419,8088
"8300",1,1,0.412993039443155,1,0.320441582655612,0.746686924419753,8300
"8301",1,1,0.345707656612529,1,0.326293460145943,0.734400223351695,8301
"8302",1,1,0.728538283062645,1,0.416377623597106,0.82898318133195,8302
"8303",1,1,0.728538283062645,1,0.463241103783314,0.838355877369192,8303
"8304",1,1,0.835266821345708,1,0.44921981628608,0.856897327526357,8304
"8305",1,1,0.303944315545244,1,0.450542463129079,0.750897355734865,8305
"8306",0.719266958439321,0.0625,0.345707656612529,0.528931743163228,0.446471447265771,0.42057556109617,8306
"8308",1,1,0.345707656612529,1,0.421121282067562,0.753365787736018,8308
"8309",0.719266958439321,0.0416666666666666,0.345707656612529,0.528931743163228,0.413322080176268,0.409779021011602,8309
"8310",1,1,0.345707656612529,1,0.425827940949931,0.754307119512492,8310
"8311",1,1,0.303944315545244,1,0.41362734446422,0.743514332001893,8311
"8312",1,1,0,1,0.384758256682697,0.676951651336539,8312
"8318",1,1,0.345707656612529,1,0.329415998996837,0.735024731121873,8318
"8319",1,1,0.303944315545244,1,0.418011972514895,0.744391257612028,8319
"8320",1,1,0,1,0.455222380435354,0.691044476087071,8320
"8321",1,1,0,1,0.436228786917568,0.687245757383514,8321
"8322",1,1,0,1,0.435151766403136,0.687030353280627,8322
"8323",1,1,0,1,0.449795396876294,0.689959079375259,8323
"8324",1,1,0,1,0.462954728386413,0.692590945677283,8324
"8325",1,1,0,1,0.477318562739328,0.695463712547866,8325
"8326",1,1,0,1,0.479803972928045,0.695960794585609,8326
"8327",1,1,0.303944315545244,1,0.460326696458527,0.752854202400754,8327
"8328",1,1,0.303944315545244,1,0.465127021602135,0.753814267429476,8328
"8329",1,1,0,1,0.453778193836456,0.690755638767291,8329
"8330",1,1,0,1,0.42610214822226,0.685220429644452,8330
"8331",1,1,0,1,0.421197332846137,0.684239466569227,8331
"8332",1,1,0,1,0.425713687919794,0.685142737583959,8332
"8333",1,1,0.303944315545244,1,0.425879584734451,0.745964780055939,8333
"8334",1,1,0,1,0.442205953644044,0.688441190728809,8334
"8335",1,1,0,1,0.442439199613308,0.688487839922662,8335
"8336",1,1,0,1,0.41694839353342,0.683389678706684,8336
"8337",1,1,0,1,0.384593491786604,0.676918698357321,8337
"8338",1,1,0,1,0.356676984222293,0.671335396844459,8338
"8339",1,1,0,1,0.405812295713018,0.681162459142604,8339
"8345",1,1,0,1,0.463062543629713,0.692612508725943,8345
"8346",1,1,0.624129930394432,1,0.475411279957596,0.819908242070405,8346
"8348",1,1,0.624129930394432,1,0.500275710601673,0.824881128199221,8348
"8349",1,1,0.624129930394432,1,0.478505308609638,0.820527047800814,8349
"8350",1,1,0,1,0.458041918835426,0.691608383767085,8350
"8351",1,1,0,1,0.438557214150326,0.687711442830065,8351
"8352",1,1,0.737819025522042,1,0.423854582421977,0.832334721588804,8352
"8353",1,1,0.368909512761021,1,0.426711757114329,0.75912425397507,8353
"8354",1,1,0.368909512761021,1,0.455466379630984,0.764875178478401,8354
"8355",1,1,0.368909512761021,1,0.438930039827616,0.761567910517727,8355
"8356",1,1,0.368909512761021,1,0.363743551822504,0.746530612916705,8356
"8357",1,1,0.368909512761021,1,0.407493689996157,0.755280640551436,8357
"8358",1,1,0.368909512761021,1,0.477146511117474,0.769211204775699,8358
"8359",1,1,0.368909512761021,1,0.473096152767974,0.768401133105799,8359
"8370",1,1,0,1,0.427276301498536,0.685455260299707,8370
"8371",1,1,0.303944315545244,1,0.453181531262972,0.751425169361643,8371
"8376",1,1,0.911832946635731,1,0.555020173795484,0.893370624086243,8376
"8377",1,1,0.911832946635731,1,0.534465947556444,0.889259778838435,8377
"8379",1,1,0.624129930394432,1,0.498950163217351,0.824616018722357,8379
"8380",1,1,0.624129930394432,1,0.508946560532794,0.826615298185445,8380
"8381",1,1,0.624129930394432,1,0.495934236946282,0.824012833468143,8381
"8382",1,1,0,1,0.469791375028143,0.693958275005629,8382
"8383",1,1,0,1,0.46198778695241,0.692397557390482,8383
"8384",1,1,0,1,0.469553035425337,0.693910607085067,8384
"8402",1,1,0.39907192575406,1,0.513811405034597,0.782576666157731,8402
"8403",1,1,0.39907192575406,1,0.50384217376471,0.780582819903754,8403
"8593",1,1,0.510440835266821,1,0.349875780780624,0.772063323209489,8593
"8594",1,1,0.561484918793503,1,0.329696502566183,0.778236284271937,8594
"8595",1,1,0.728538283062645,1,0.347539359373002,0.815215528487129,8595
"8596",1,1,0.728538283062645,1,0.375235496541724,0.820754755920874,8596
"8597",1,1,0.835266821345708,1,0.366073747678019,0.840268113804745,8597
"8598",1,1,0.728538283062645,1,0.399802161858341,0.825668088984197,8598
"8599",1,1,0.345707656612529,1,0.451478842761832,0.759437299874872,8599
"8601",0.513756108653558,0.0208333333333334,0.614849187935035,0.105962593033958,0.426363904390376,0.336353025469252,8601
"8612",1,1,0.303944315545244,1,0.448473881951859,0.750483639499421,8612
"8613",1,1,0,1,0.4613030469656,0.69226060939312,8613
"8614",1,1,0,1,0.443944085345245,0.688788817069049,8614
"8615",1,1,0,1,0.440641429952723,0.688128285990545,8615
"8616",1,1,0,1,0.438177031002365,0.687635406200473,8616
"8617",1,1,0,1,0.441882366424324,0.688376473284865,8617
"8618",1,1,0,1,0.458157303784128,0.691631460756826,8618
"8619",1,1,0,1,0.460033671040058,0.692006734208012,8619
"8620",1,1,0.303944315545244,1,0.411524452005503,0.743093753510149,8620
"8621",1,1,0.303944315545244,1,0.395569847599546,0.739902832628958,8621
"8622",1,1,0,1,0.422771124120707,0.684554224824141,8622
"8623",1,1,0,1,0.425146101504444,0.685029220300889,8623
"8624",1,1,0,1,0.421732022878197,0.684346404575639,8624
"8625",1,1,0,1,0.415747852405601,0.68314957048112,8625
"8626",1,1,0,1,0.416891656115358,0.683378331223072,8626
"8627",1,1,0,1,0.436393198089109,0.687278639617822,8627
"8628",1,1,0,1,0.456561864567005,0.691312372913401,8628
"8629",1,1,0,1,0.452786420938937,0.690557284187787,8629
"8630",1,1,0,1,0.39085455783812,0.678170911567624,8630
"8631",1,1,0,1,0.322942592097051,0.66458851841941,8631
"8632",1,1,0.303944315545244,1,0.328639644351187,0.726516791979286,8632
"8633",1,1,0,1,0.400861637635019,0.680172327527004,8633
"8634",1,1,0,1,0.435252011941033,0.687050402388207,8634
"8635",1,1,0,1,0.44132793856229,0.688265587712458,8635
"8642",1,1,0,1,0.460732206284376,0.692146441256875,8642
"8643",1,1,0,1,0.463269755471986,0.692653951094397,8643
"8644",1,1,0,1,0.469810546898835,0.693962109379767,8644
"8645",1,1,0,1,0.469818894798251,0.69396377895965,8645
"8648",1,1,0.368909512761021,1,0.492108776666631,0.77220365788553,8648
"8649",1,1,0.368909512761021,1,0.46571689266423,0.76692528108505,8649
"8650",1,1,0.368909512761021,1,0.480613365446806,0.769904575641565,8650
"8651",1,1,0.368909512761021,1,0.50189569830267,0.774161042212738,8651
"8652",0.719266958439321,0,0.368909512761021,0.528931743163228,0.474878075568652,0.418397257986444,8652
"8653",1,1,0.368909512761021,1,0.461163820982127,0.76601466674863,8653
"8671",1,1,0.624129930394432,1,0.55059133017587,0.83494425211406,8671
"8672",1,1,0.624129930394432,1,0.550655212829873,0.834957028644861,8672
"8673",1,1,0.624129930394432,1,0.532179684290226,0.831261922936932,8673
"8674",1,1,0.624129930394432,1,0.493198036050545,0.823465593288995,8674
"8675",1,1,0.624129930394432,1,0.462804253962201,0.817386836871327,8675
"8676",1,1,0,1,0.470014787454876,0.694002957490975,8676
"8677",1,1,0,1,0.466753093365418,0.693350618673084,8677
"8678",1,1,0.303944315545244,1,0.466287167386172,0.754046296586283,8678
"8694",1,1,0.39907192575406,1,0.522112895789033,0.784236964308619,8694
"8695",1,1,0.39907192575406,1,0.492874590320646,0.778389303214941,8695
"8696",1,1,0.39907192575406,1,0.477715653920851,0.775357515934982,8696
"8697",1,1,0.39907192575406,1,0.481229978084995,0.776060380767811,8697
"8716",1,1,0.39907192575406,1,0.471599402700722,0.774134265690957,8716
"8717",1,1,0.39907192575406,1,0.481181659311259,0.776050717013064,8717
"8718",1,1,0.39907192575406,1,0.500083072210922,0.779830999592996,8718
"8719",1,1,0.39907192575406,1,0.489375264077485,0.777689437966309,8719
"8720",1,1,0.39907192575406,1,0.477346011764525,0.775283587503717,8720
"8886",1,1,0.561484918793503,1,0.314343760484617,0.775165735855624,8886
"8887",1,1,0.561484918793503,1,0.301525667049338,0.772602117168568,8887
"8888",1,1,0.851508120649652,1,0.360081158561098,0.84231785584215,8888
"8889",1,1,0.728538283062645,1,0.41733543893768,0.829174744400065,8889
"8890",1,1,0.835266821345708,1,0.381410324547582,0.843335429178658,8890
"8891",1,1,0.728538283062645,1,0.405065300205143,0.826720716653558,8891
"8906",1,1,0,1,0.466097005067281,0.693219401013456,8906
"8907",1,1,0,1,0.465744553924158,0.693148910784832,8907
"8908",1,1,0,1,0.454438668319032,0.690887733663806,8908
"8909",1,1,0,1,0.435756776876036,0.687151355375207,8909
"8910",1,1,0,1,0.431035403052325,0.686207080610465,8910
"8911",1,1,0,1,0.427341952775296,0.685468390555059,8911
"8912",1,1,0,1,0.403775974214895,0.680755194842979,8912
"8913",1,1,0.303944315545244,1,0.385543171462494,0.737897497401548,8913
"8914",1,1,0,1,0.402788446011994,0.680557689202399,8914
"8915",1,1,0,1,0.407495387874004,0.681499077574801,8915
"8916",1,1,0,1,0.400122848536739,0.680024569707348,8916
"8917",1,1,0,1,0.402279365637464,0.680455873127493,8917
"8918",1,1,0,1,0.402935666170332,0.680587133234066,8918
"8919",1,1,0,1,0.399921296287289,0.679984259257458,8919
"8920",1,1,0,1,0.387284698919389,0.677456939783878,8920
"8921",1,1,0,1,0.40233475890223,0.680466951780446,8921
"8922",1,1,0,1,0.39099286413776,0.678198572827552,8922
"8923",1,1,0,1,0.384880150163147,0.676976030032629,8923
"8924",1,1,0,1,0.386225081652891,0.677245016330578,8924
"8925",1,1,0.303944315545244,1,0.374846470279975,0.735758157165044,8925
"8926",1,1,0,1,0.403360843081245,0.680672168616249,8926
"8927",1,1,0,1,0.418404677511979,0.683680935502396,8927
"8928",1,1,0,1,0.426084037525223,0.685216807505045,8928
"8936",1,1,0,1,0.47189681430363,0.694379362860726,8936
"8937",1,1,0,1,0.44442147199996,0.688884294399992,8937
"8938",1,1,0,1,0.450787947967826,0.690157589593565,8938
"8942",1,1,0.303944315545244,1,0.488985813346275,0.758586025778304,8942
"8943",1,1,0.368909512761021,1,0.48962492286594,0.771706887125392,8943
"8944",1,1,0.368909512761021,1,0.483183952507527,0.77041869305371,8944
"8945",1,1,0.368909512761021,1,0.416311760085615,0.757044254569327,8945
"8946",1,1,0.368909512761021,1,0.439679652897172,0.761717833131639,8946
"8947",1,1,0.368909512761021,1,0.470446755877178,0.76787125372764,8947
"8965",1,1,0.624129930394432,1,0.568288523212378,0.838483690721362,8965
"8966",1,1,0.911832946635731,1,0.576539502100859,0.897674489747318,8966
"8967",1,1,0.624129930394432,1,0.555869607933476,0.835999907665582,8967
"8968",1,1,0.624129930394432,1,0.516783398716369,0.82818266582216,8968
"8969",1,1,0,1,0.482026919499543,0.696405383899909,8969
"8970",1,1,0.303944315545244,1,0.470773597362771,0.754943582581603,8970
"8971",1,1,0.303944315545244,1,0.464078086817093,0.753604480472467,8971
"8980",1,1,0.345707656612529,1,0.596157773176607,0.788373085957827,8980
"8981",0.666150269559686,0.0833333333333334,0.345707656612529,0.358113757235106,0.594123432535973,0.409485689855326,8981
"9180",1,1,0.851508120649652,1,0.31676719813191,0.833655063756312,9180
"9181",1,1,0.851508120649652,1,0.336246703066102,0.837550964743151,9181
"9182",1,1,0.851508120649652,1,0.384942971643494,0.847290218458629,9182
"9183",1,1,0.851508120649652,1,0.375604289759126,0.845422482081756,9183
"9184",1,1,0.728538283062645,1,0.377899254649311,0.821287507542391,9184
"9202",1,1,0,1,0.435267151351838,0.687053430270368,9202
"9203",1,1,0,1,0.442905833041658,0.688581166608332,9203
"9204",1,1,0,1,0.42063278846193,0.684126557692386,9204
"9205",1,1,0,1,0.384601981175841,0.676920396235168,9205
"9206",1,1,0.303944315545244,1,0.383516966486544,0.737492256406358,9206
"9207",1,1,0,1,0.390518943983649,0.67810378879673,9207
"9208",1,1,0,1,0.384231419335681,0.676846283867136,9208
"9209",1,1,0,1,0.373125954061439,0.674625190812288,9209
"9210",1,1,0,1,0.374687435721617,0.674937487144323,9210
"9211",1,1,0,1,0.389110837289006,0.677822167457801,9211
"9212",1,1,0,1,0.376695954469991,0.675339190893998,9212
"9213",1,1,0,1,0.337537302464735,0.667507460492947,9213
"9214",1,1,0,1,0.341686845178478,0.668337369035696,9214
"9215",1,1,0,1,0.368737293550876,0.673747458710175,9215
"9216",1,1,0,1,0.379505942307172,0.675901188461434,9216
"9217",1,1,0,1,0.384212035230258,0.676842407046052,9217
"9218",1,1,0,1,0.408849374712267,0.681769874942453,9218
"9219",1,1,0,1,0.431402993606252,0.68628059872125,9219
"9220",1,1,0,1,0.431586505903574,0.686317301180715,9220
"9235",1,1,0,1,0.502400533982583,0.700480106796517,9235
"9236",1,1,0,1,0.483385363267156,0.696677072653431,9236
